cruise_id,year,brief_desc,haul_id,lat,lon,yrday0_local,day_local,month_local,time_local,length_day,temp_avg,sal_avg,sigma_t_avg,depth_w,depth_tow_max,common_name,sample,length,size_class,prot_total,RNA,DNA,growth,RNA_DNA,prot_predicted
AL9306,1993,process,3,40.8,-68,138,19,5,728,15.62,6.44,32.43,25.49,69,59.00,Atlantic_cod,5,8.34245,3,579.19,69.07,14.65,0.124,4.72,305.64
AL9306,1993,process,3,40.8,-68,138,19,5,728,15.62,6.44,32.43,25.49,69,59.00,Atlantic_cod,7,7.87592,3,322.18,36.54,7.77,0.123,4.70,163.48
AL9306,1993,process,3,40.8,-68,138,19,5,728,15.62,6.44,32.43,25.49,69,59.00,haddock,2,7.17796,3,215.68,29.97,5.95,0.138,5.04,115.86
AL9306,1993,process,3,40.8,-68,138,19,5,728,15.62,6.44,32.43,25.49,69,59.00,haddock,4,7.5245,3,403.88,58.20,12.90,0.115,4.51,254.81
AL9306,1993,process,3,40.8,-68,138,19,5,728,15.62,6.44,32.43,25.49,69,59.00,haddock,8,8.7023,3,472.57,74.21,15.85,0.122,4.68,314.03
AL9306,1993,process,3,40.8,-68,138,19,5,728,15.62,6.44,32.43,25.49,69,59.00,haddock,9,7.92185,3,303.41,53.49,12.33,0.107,4.34,243.45
AL9306,1993,process,3,40.8,-68,138,19,5,728,15.62,6.44,32.43,25.49,69,59.00,haddock,10,5.95249,2,132.66,18.73,4.35,0.105,4.31,83.78
AL9306,1993,process,3,40.8,-68,138,19,5,728,15.62,6.44,32.43,25.49,69,59.00,haddock,11,6.64002,2,139.01,21.85,4.20,0.145,5.20,80.92
AL9306,1993,process,3,40.8,-68,138,19,5,728,15.62,6.44,32.43,25.49,69,59.00,haddock,12,6.33741,2,186.07,32.35,6.97,0.120,4.64,136.18
AL9306,1993,process,4,40.82,-67.78,138,19,5,932,15.62,6.4,32.5,25.55,69,63.00,Atlantic_cod,14,7.73348,3,253.00,38.22,8.64,0.110,4.42,181.60
AL9306,1993,process,4,40.82,-67.78,138,19,5,932,15.62,6.4,32.5,25.55,69,63.00,Atlantic_cod,17,7.32147,3,252.50,39.58,9.27,0.103,4.27,194.43
AL9306,1993,process,4,40.82,-67.78,138,19,5,932,15.62,6.4,32.5,25.55,69,63.00,Atlantic_cod,19,6.31661,2,176.39,26.55,5.10,0.145,5.21,108.26
AL9306,1993,process,4,40.82,-67.78,138,19,5,932,15.62,6.4,32.5,25.55,69,63.00,Atlantic_cod,20,6.9355,3,241.74,36.34,8.05,0.114,4.51,169.31
AL9306,1993,process,4,40.82,-67.78,138,19,5,932,15.62,6.4,32.5,25.55,69,63.00,Atlantic_cod,21,6.75465,3,253.57,42.90,9.48,0.115,4.53,198.76
AL9306,1993,process,4,40.82,-67.78,138,19,5,932,15.62,6.4,32.5,25.55,69,63.00,Atlantic_cod,22,6.79743,3,225.61,33.95,6.15,0.159,5.52,130.09
AL9306,1993,process,4,40.82,-67.78,138,19,5,932,15.62,6.4,32.5,25.55,69,63.00,Atlantic_cod,27,7.43889,3,637.12,47.25,9.37,0.138,5.04,196.67
AL9306,1993,process,4,40.82,-67.78,138,19,5,932,15.62,6.4,32.5,25.55,69,63.00,Atlantic_cod,29,6.95221,3,242.05,45.62,10.93,0.099,4.17,228.84
AL9306,1993,process,4,40.82,-67.78,138,19,5,932,15.62,6.4,32.5,25.55,69,63.00,Atlantic_cod,30,6.91836,2,173.48,33.94,7.53,0.114,4.51,158.61
AL9306,1993,process,4,40.82,-67.78,138,19,5,932,15.62,6.4,32.5,25.55,69,63.00,Atlantic_cod,31,8.06667,3,500.91,73.24,15.01,0.131,4.88,313.17
AL9306,1993,process,4,40.82,-67.78,138,19,5,932,15.62,6.4,32.5,25.55,69,63.00,Atlantic_cod,32,8.09894,3,443.25,67.34,14.38,0.122,4.68,300.15
AL9306,1993,process,4,40.82,-67.78,138,19,5,932,15.62,6.4,32.5,25.55,69,63.00,Atlantic_cod,33,6.96512,3,240.53,43.23,9.35,0.119,4.62,196.26
AL9306,1993,process,4,40.82,-67.78,138,19,5,932,15.62,6.4,32.5,25.55,69,63.00,Atlantic_cod,34,8.22722,3,386.96,35.65,6.51,0.157,5.47,137.57
AL9306,1993,process,4,40.82,-67.78,138,19,5,932,15.62,6.4,32.5,25.55,69,63.00,Atlantic_cod,35,nd,3,387.00,57.79,13.38,0.105,4.32,279.50
AL9306,1993,process,4,40.82,-67.78,138,19,5,932,15.62,6.4,32.5,25.55,69,63.00,Atlantic_cod,36,8.2813,2,147.63,21.86,5.19,0.101,4.21,110.22
AL9306,1993,process,4,40.82,-67.78,138,19,5,932,15.62,6.4,32.5,25.55,69,63.00,haddock,18,8.26734,3,442.86,60.25,13.56,0.111,4.44,268.08
AL9306,1993,process,4,40.82,-67.78,138,19,5,932,15.62,6.4,32.5,25.55,69,63.00,haddock,24,7.0325,3,227.89,43.57,11.40,0.083,3.82,224.99
AL9306,1993,process,4,40.82,-67.78,138,19,5,932,15.62,6.4,32.5,25.55,69,63.00,haddock,37,7.46723,3,217.32,43.15,8.76,0.133,4.92,172.09
AL9306,1993,process,4,40.82,-67.78,138,19,5,932,15.62,6.4,32.5,25.55,69,63.00,haddock,38,8.14292,3,425.71,58.21,12.22,0.125,4.76,241.31
AL9306,1993,process,4,40.82,-67.78,138,19,5,932,15.62,6.4,32.5,25.55,69,63.00,haddock,39,6.34486,3,252.37,36.07,9.38,0.084,3.84,184.50
AL9306,1993,process,5,40.88,-67.58,138,19,5,1038,15.62,6.59,32.61,25.62,73,61.00,Atlantic_cod,40,7.54412,3,339.05,39.88,9.90,0.094,4.03,207.48
AL9306,1993,process,5,40.88,-67.58,138,19,5,1038,15.62,6.59,32.61,25.62,73,61.00,Atlantic_cod,42,8.29794,3,467.05,61.48,12.51,0.134,4.91,261.53
AL9306,1993,process,5,40.88,-67.58,138,19,5,1038,15.62,6.59,32.61,25.62,73,61.00,Atlantic_cod,43,7.88541,3,386.61,50.54,11.04,0.119,4.58,231.12
AL9306,1993,process,5,40.88,-67.58,138,19,5,1038,15.62,6.59,32.61,25.62,73,61.00,Atlantic_cod,44,7.90551,3,537.78,57.54,12.68,0.117,4.54,264.95
AL9306,1993,process,5,40.88,-67.58,138,19,5,1038,15.62,6.59,32.61,25.62,73,61.00,Atlantic_cod,47,7.48394,3,238.51,40.42,9.22,0.110,4.38,193.48
AL9306,1993,process,5,40.88,-67.58,138,19,5,1038,15.62,6.59,32.61,25.62,73,61.00,Atlantic_cod,48,7.24277,3,270.81,42.40,10.13,0.101,4.19,212.32
AL9306,1993,process,5,40.88,-67.58,138,19,5,1038,15.62,6.59,32.61,25.62,73,61.00,Atlantic_cod,49,8.30005,3,704.05,79.06,17.78,0.113,4.45,370.45
AL9306,1993,process,5,40.88,-67.58,138,19,5,1038,15.62,6.59,32.61,25.62,73,61.00,Atlantic_cod,51,8.50347,3,430.97,59.43,13.11,0.117,4.53,273.83
AL9306,1993,process,6,41.02,-67.43,138,19,5,1202,15.62,6.01,32.73,25.78,67,62.00,Atlantic_cod,57,2.85221,1,7.37,1.64,0.47,0.064,3.47,12.69
AL9306,1993,process,6,41.02,-67.43,138,19,5,1202,15.62,6.01,32.73,25.78,67,62.00,Atlantic_cod,58,6.33278,3,197.99,30.91,6.75,0.114,4.58,142.35
AL9306,1993,process,6,41.02,-67.43,138,19,5,1202,15.62,6.01,32.73,25.78,67,62.00,Atlantic_cod,59,7.80675,3,257.31,43.06,7.00,0.185,6.16,147.51
AL9306,1993,process,6,41.02,-67.43,138,19,5,1202,15.62,6.01,32.73,25.78,67,62.00,Atlantic_cod,61,2.68995,1,21.10,2.55,0.84,0.045,3.04,20.23
AL9306,1993,process,7,41.1,-67.23,138,19,5,1314,15.62,5.39,32.51,25.68,62,56.00,Atlantic_cod,66,4.44863,2,52.68,17.17,4.26,0.083,4.03,90.96
AL9306,1993,process,7,41.1,-67.23,138,19,5,1314,15.62,5.39,32.51,25.68,62,56.00,Atlantic_cod,69,2.97534,2,87.53,2.35,0.78,0.038,3.03,18.99
AL9306,1993,process,7,41.1,-67.23,138,19,5,1314,15.62,5.39,32.51,25.68,62,56.00,Atlantic_cod,70,3.90385,1,31.92,14.42,6.00,0.010,2.40,127.01
AL9306,1993,process,8,41.22,-67.06,138,19,5,1436,15.62,6.09,32.57,25.64,66,60.00,haddock,72,7.18451,3,326.63,49.64,13.32,0.076,3.73,263.38
AL9306,1993,process,8,41.22,-67.06,138,19,5,1436,15.62,6.09,32.57,25.64,66,60.00,haddock,73,6.93253,3,290.20,47.07,10.42,0.111,4.52,205.37
AL9306,1993,process,8,41.22,-67.06,138,19,5,1436,15.62,6.09,32.57,25.64,66,60.00,haddock,74,6.09124,2,143.40,23.00,5.10,0.111,4.51,98.77
AL9306,1993,process,8,41.22,-67.06,138,19,5,1436,15.62,6.09,32.57,25.64,66,60.00,haddock,75,4.29863,1,24.60,12.73,3.04,0.097,4.19,57.54
AL9306,1993,process,8,41.22,-67.06,138,19,5,1436,15.62,6.09,32.57,25.64,66,60.00,haddock,76,3.8261,1,24.97,10.50,2.11,0.132,4.98,38.97
AL9306,1993,process,8,41.22,-67.06,138,19,5,1436,15.62,6.09,32.57,25.64,66,60.00,haddock,77,2.74688,2,102.21,6.18,1.27,0.127,4.87,22.17
AL9306,1993,process,8,41.22,-67.06,138,19,5,1436,15.62,6.09,32.57,25.64,66,60.00,haddock,78,3.79881,1,29.43,22.72,5.90,0.081,3.85,114.88
AL9306,1993,process,8,41.22,-67.06,138,19,5,1436,15.62,6.09,32.57,25.64,66,60.00,haddock,79,3.97018,1,24.47,9.35,2.21,0.099,4.24,40.92
AL9306,1993,process,8,41.22,-67.06,138,19,5,1436,15.62,6.09,32.57,25.64,66,60.00,haddock,80,3.48091,1,26.16,19.23,4.87,0.086,3.95,94.13
AL9306,1993,process,11,41.15,-66.68,138,19,5,1845,15.62,5.27,32.46,25.66,81,72.00,haddock,82,4.46034,2,79.78,24.72,4.54,0.146,5.45,87.56
AL9306,1993,process,16,40.7,-67.59,139,20,5,55,15.65,9.31,33.59,25.98,85,76.00,Atlantic_cod,92,3.83833,1,26.38,16.71,5.13,0.084,3.26,108.91
AL9306,1993,process,16,40.7,-67.59,139,20,5,55,15.65,9.31,33.59,25.98,85,76.00,Atlantic_cod,93,4.57136,2,82.35,9.73,4.10,0.044,2.38,87.56
AL9306,1993,process,16,40.7,-67.59,139,20,5,55,15.65,9.31,33.59,25.98,85,76.00,Atlantic_cod,94,3.5122,1,47.40,19.17,7.33,0.055,2.62,154.34
AL9306,1993,process,16,40.7,-67.59,139,20,5,55,15.65,9.31,33.59,25.98,85,76.00,Atlantic_cod,95,3.93394,1,21.27,6.76,1.95,0.093,3.46,43.25
AL9306,1993,process,16,40.7,-67.59,139,20,5,55,15.65,9.31,33.59,25.98,85,76.00,Atlantic_cod,96,3.91203,1,18.37,10.62,3.62,0.069,2.93,77.82
AL9306,1993,process,16,40.7,-67.59,139,20,5,55,15.65,9.31,33.59,25.98,85,76.00,Atlantic_cod,97,3.86798,2,150.31,14.59,4.52,0.082,3.22,96.41
AL9306,1993,process,16,40.7,-67.59,139,20,5,55,15.65,9.31,33.59,25.98,85,76.00,Atlantic_cod,98,3.15161,2,64.82,13.28,3.89,0.091,3.41,83.36
AL9306,1993,process,16,40.7,-67.59,139,20,5,55,15.65,9.31,33.59,25.98,85,76.00,Atlantic_cod,101,3.41412,2,63.36,8.58,2.51,0.092,3.43,54.70
AL9306,1993,process,16,40.7,-67.59,139,20,5,55,15.65,9.31,33.59,25.98,85,76.00,Atlantic_cod,102,4.43771,1,44.89,8.32,2.65,0.079,3.14,57.64
AL9306,1993,process,16,40.7,-67.59,139,20,5,55,15.65,9.31,33.59,25.98,85,76.00,Atlantic_cod,103,3.96994,2,109.24,22.67,7.11,0.081,3.19,149.96
AL9306,1993,process,16,40.7,-67.59,139,20,5,55,15.65,9.31,33.59,25.98,85,76.00,Atlantic_cod,105,4.08602,1,12.02,11.16,3.93,0.065,2.84,84.09
AL9306,1993,process,16,40.7,-67.59,139,20,5,55,15.65,9.31,33.59,25.98,85,76.00,Atlantic_cod,106,4.41811,2,69.92,20.08,5.97,0.089,3.36,126.34
AL9306,1993,process,20,40.73,-68.06,139,20,5,605,15.65,6.82,32.43,25.44,78,71.00,Atlantic_cod,123,7.8963,3,544.77,90.30,16.47,0.162,5.48,343.39
AL9306,1993,process,20,40.73,-68.06,139,20,5,605,15.65,6.82,32.43,25.44,78,71.00,Atlantic_cod,124,7.30585,3,352.85,49.04,11.92,0.100,4.12,249.20
AL9306,1993,process,20,40.73,-68.06,139,20,5,605,15.65,6.82,32.43,25.44,78,71.00,Atlantic_cod,125,6.31434,3,226.66,37.57,8.90,0.105,4.22,186.85
AL9306,1993,process,20,40.73,-68.06,139,20,5,605,15.65,6.82,32.43,25.44,78,71.00,Atlantic_cod,128,7.8238,3,289.33,41.80,9.87,0.106,4.24,206.83
AL9306,1993,process,20,40.73,-68.06,139,20,5,605,15.65,6.82,32.43,25.44,78,71.00,haddock,109,4.97639,2,78.41,37.31,9.29,0.096,4.02,182.58
AL9306,1993,process,20,40.73,-68.06,139,20,5,605,15.65,6.82,32.43,25.44,78,71.00,haddock,110,8.43505,3,563.10,57.12,13.75,0.102,4.15,271.96
AL9306,1993,process,20,40.73,-68.06,139,20,5,605,15.65,6.82,32.43,25.44,78,71.00,haddock,112,6.81026,2,189.24,31.14,7.13,0.111,4.37,139.51
AL9306,1993,process,20,40.73,-68.06,139,20,5,605,15.65,6.82,32.43,25.44,78,71.00,haddock,113,7.93921,3,537.85,81.04,16.65,0.134,4.87,329.99
AL9306,1993,process,20,40.73,-68.06,139,20,5,605,15.65,6.82,32.43,25.44,78,71.00,haddock,115,7.93426,3,287.68,49.48,10.68,0.123,4.63,210.58
AL9306,1993,process,20,40.73,-68.06,139,20,5,605,15.65,6.82,32.43,25.44,78,71.00,haddock,117,5.73874,2,68.13,12.45,2.89,0.108,4.30,54.69
AL9306,1993,process,20,40.73,-68.06,139,20,5,605,15.65,6.82,32.43,25.44,78,71.00,haddock,118,7.5848,3,324.75,42.37,10.05,0.105,4.22,197.80
AL9306,1993,process,20,40.73,-68.06,139,20,5,605,15.65,6.82,32.43,25.44,78,71.00,haddock,119,6.72224,3,214.93,28.38,6.57,0.109,4.32,128.31
AL9306,1993,process,20,40.73,-68.06,139,20,5,605,15.65,6.82,32.43,25.44,78,71.00,haddock,121,6.6402,3,260.13,40.45,11.70,0.070,3.46,230.97
AL9306,1993,process,20,40.73,-68.06,139,20,5,605,15.65,6.82,32.43,25.44,78,71.00,haddock,122,6.8727,2,180.13,34.23,8.19,0.103,4.18,160.63
AL9306,1993,process,21,40.8,-68.12,139,20,5,655,15.65,6.16,32.34,25.46,63,59.00,Atlantic_cod,140,6.29355,2,177.30,27.48,6.10,0.112,4.50,129.01
AL9306,1993,process,21,40.8,-68.12,139,20,5,655,15.65,6.16,32.34,25.46,63,59.00,Atlantic_cod,142,5.62514,3,220.21,29.35,6.32,0.118,4.64,133.57
AL9306,1993,process,21,40.8,-68.12,139,20,5,655,15.65,6.16,32.34,25.46,63,59.00,haddock,130,7.32045,3,261.95,36.43,8.67,0.098,4.20,170.31
AL9306,1993,process,21,40.8,-68.12,139,20,5,655,15.65,6.16,32.34,25.46,63,59.00,haddock,131,6.23493,3,204.02,25.81,6.22,0.096,4.15,121.23
AL9306,1993,process,21,40.8,-68.12,139,20,5,655,15.65,6.16,32.34,25.46,63,59.00,haddock,133,7.02113,2,184.02,26.63,7.05,0.079,3.78,137.83
AL9306,1993,process,21,40.8,-68.12,139,20,5,655,15.65,6.16,32.34,25.46,63,59.00,haddock,134,7.91602,3,224.11,32.95,6.11,0.152,5.40,118.94
AL9306,1993,process,21,40.8,-68.12,139,20,5,655,15.65,6.16,32.34,25.46,63,59.00,haddock,135,8.75456,3,384.03,54.31,11.85,0.115,4.58,233.98
AL9306,1993,process,21,40.8,-68.12,139,20,5,655,15.65,6.16,32.34,25.46,63,59.00,haddock,136,7.54261,3,337.19,40.09,9.53,0.098,4.21,187.52
AL9306,1993,process,21,40.8,-68.12,139,20,5,655,15.65,6.16,32.34,25.46,63,59.00,haddock,137,6.58485,2,131.10,20.02,4.59,0.105,4.36,88.58
AL9306,1993,process,21,40.8,-68.12,139,20,5,655,15.65,6.16,32.34,25.46,63,59.00,haddock,138,7.19123,3,212.07,29.74,7.24,0.094,4.11,141.61
AL9306,1993,process,22,40.87,-68.17,139,20,5,740,15.65,6.15,32.28,25.41,60,55.00,haddock,146,7.82163,3,339.47,61.39,12.87,0.124,4.77,254.22
AL9306,1993,process,22,40.87,-68.17,139,20,5,740,15.65,6.15,32.28,25.41,60,55.00,haddock,147,7.83745,3,292.64,40.34,8.01,0.135,5.04,157.02
AL9306,1993,process,22,40.87,-68.17,139,20,5,740,15.65,6.15,32.28,25.41,60,55.00,haddock,148,5.61246,2,158.85,27.74,6.44,0.103,4.31,125.55
AL9306,1993,process,22,40.87,-68.17,139,20,5,740,15.65,6.15,32.28,25.41,60,55.00,haddock,149,4.15368,2,114.75,18.87,4.41,0.101,4.28,85.04
AL9306,1993,process,23,40.94,-68.23,139,20,5,823,15.65,6.63,32.33,25.39,51,45.00,Atlantic_cod,161,7.98977,3,338.73,63.98,13.32,0.129,4.80,278.20
AL9306,1993,process,23,40.94,-68.23,139,20,5,823,15.65,6.63,32.33,25.39,51,45.00,Atlantic_cod,163,5.00611,2,119.49,20.58,3.47,0.180,5.94,74.53
AL9306,1993,process,23,40.94,-68.23,139,20,5,823,15.65,6.63,32.33,25.39,51,45.00,haddock,152,7.78601,3,273.48,44.10,9.81,0.115,4.49,193.10
AL9306,1993,process,23,40.94,-68.23,139,20,5,823,15.65,6.63,32.33,25.39,51,45.00,haddock,153,8.5297,3,424.70,65.93,14.06,0.124,4.69,278.10
AL9306,1993,process,23,40.94,-68.23,139,20,5,823,15.65,6.63,32.33,25.39,51,45.00,haddock,154,7.57062,3,338.07,45.80,10.07,0.118,4.55,198.21
AL9306,1993,process,23,40.94,-68.23,139,20,5,823,15.65,6.63,32.33,25.39,51,45.00,haddock,156,7.77275,3,358.45,42.52,9.93,0.106,4.28,195.51
AL9306,1993,process,23,40.94,-68.23,139,20,5,823,15.65,6.63,32.33,25.39,51,45.00,haddock,157,6.66131,2,169.88,27.19,5.64,0.130,4.82,109.68
AL9306,1993,process,23,40.94,-68.23,139,20,5,823,15.65,6.63,32.33,25.39,51,45.00,haddock,159,8.46567,3,350.23,46.49,14.16,0.061,3.28,280.11
AL9306,1993,process,24,41.03,-68.05,139,20,5,923,15.65,6.58,32.3,25.37,51,45.00,Atlantic_cod,177,7.58658,3,430.45,51.63,11.58,0.113,4.46,242.25
AL9306,1993,process,24,41.03,-68.05,139,20,5,923,15.65,6.58,32.3,25.37,51,45.00,Atlantic_cod,178,7.87782,3,198.81,25.24,5.78,0.109,4.37,122.41
AL9306,1993,process,24,41.03,-68.05,139,20,5,923,15.65,6.58,32.3,25.37,51,45.00,Atlantic_cod,179,6.46623,3,196.43,29.55,6.52,0.117,4.53,137.74
AL9306,1993,process,24,41.03,-68.05,139,20,5,923,15.65,6.58,32.3,25.37,51,45.00,Atlantic_cod,181,8.24275,3,396.57,60.00,12.54,0.128,4.79,262.06
AL9306,1993,process,24,41.03,-68.05,139,20,5,923,15.65,6.58,32.3,25.37,51,45.00,haddock,164,8.29775,3,433.19,66.01,13.98,0.125,4.72,276.45
AL9306,1993,process,24,41.03,-68.05,139,20,5,923,15.65,6.58,32.3,25.37,51,45.00,haddock,165,8.4356,3,259.13,39.56,7.96,0.136,4.97,156.04
AL9306,1993,process,24,41.03,-68.05,139,20,5,923,15.65,6.58,32.3,25.37,51,45.00,haddock,167,8.47482,3,487.27,63.26,14.12,0.114,4.48,279.42
AL9306,1993,process,24,41.03,-68.05,139,20,5,923,15.65,6.58,32.3,25.37,51,45.00,haddock,168,5.3676,2,166.85,29.89,7.31,0.097,4.09,143.12
AL9306,1993,process,24,41.03,-68.05,139,20,5,923,15.65,6.58,32.3,25.37,51,45.00,haddock,169,7.45722,3,210.97,37.21,8.46,0.111,4.40,166.05
AL9306,1993,process,24,41.03,-68.05,139,20,5,923,15.65,6.58,32.3,25.37,51,45.00,haddock,170,5.90011,2,124.98,25.08,6.00,0.101,4.18,116.74
AL9306,1993,process,24,41.03,-68.05,139,20,5,923,15.65,6.58,32.3,25.37,51,45.00,haddock,171,5.97182,2,150.24,29.32,6.64,0.111,4.41,129.71
AL9306,1993,process,24,41.03,-68.05,139,20,5,923,15.65,6.58,32.3,25.37,51,45.00,haddock,172,6.12123,3,226.21,37.19,8.14,0.118,4.57,159.71
AL9306,1993,process,24,41.03,-68.05,139,20,5,923,15.65,6.58,32.3,25.37,51,45.00,haddock,173,7.58096,3,240.10,40.89,9.65,0.103,4.24,189.87
AL9306,1993,process,26,40.88,-67.94,139,20,5,1058,15.65,6.32,32.37,25.46,61,55.00,Atlantic_cod,197,8.58147,3,379.00,67.33,13.37,0.137,5.04,279.21
AL9306,1993,process,26,40.88,-67.94,139,20,5,1058,15.65,6.32,32.37,25.46,61,55.00,Atlantic_cod,198,4.8901,2,188.52,53.80,11.43,0.122,4.71,239.14
AL9306,1993,process,26,40.88,-67.94,139,20,5,1058,15.65,6.32,32.37,25.46,61,55.00,Atlantic_cod,199,7.87071,3,359.34,68.71,13.22,0.144,5.20,276.14
AL9306,1993,process,26,40.88,-67.94,139,20,5,1058,15.65,6.32,32.37,25.46,61,55.00,Atlantic_cod,200,5.84319,3,230.35,30.12,7.03,0.103,4.28,148.31
AL9306,1993,process,26,40.88,-67.94,139,20,5,1058,15.65,6.32,32.37,25.46,61,55.00,Atlantic_cod,202,5.88439,3,206.42,26.00,6.14,0.101,4.23,129.83
AL9306,1993,process,26,40.88,-67.94,139,20,5,1058,15.65,6.32,32.37,25.46,61,55.00,haddock,185,6.38934,3,337.80,52.69,11.72,0.113,4.50,231.21
AL9306,1993,process,26,40.88,-67.94,139,20,5,1058,15.65,6.32,32.37,25.46,61,55.00,haddock,188,6.99434,3,206.57,32.02,6.63,0.128,4.83,129.47
AL9306,1993,process,26,40.88,-67.94,139,20,5,1058,15.65,6.32,32.37,25.46,61,55.00,haddock,190,8.03707,3,433.04,61.47,13.11,0.121,4.69,259.19
AL9306,1993,process,26,40.88,-67.94,139,20,5,1058,15.65,6.32,32.37,25.46,61,55.00,haddock,194,7.06372,3,295.56,56.05,12.14,0.118,4.62,239.73
AL9306,1993,process,26,40.88,-67.94,139,20,5,1058,15.65,6.32,32.37,25.46,61,55.00,haddock,195,6.34582,2,169.94,28.37,4.98,0.167,5.70,96.43
AL9306,1993,process,29,40.66,-67.75,139,20,5,1322,15.65,8.6,33.52,26.03,79,72.00,Atlantic_cod,204,4.67044,2,59.29,11.02,3.28,0.082,3.36,70.65
AL9306,1993,process,29,40.66,-67.75,139,20,5,1322,15.65,8.6,33.52,26.03,79,72.00,Atlantic_cod,208,3.98663,2,166.65,14.94,4.61,0.077,3.24,98.16
AL9306,1993,process,29,40.66,-67.75,139,20,5,1322,15.65,8.6,33.52,26.03,79,72.00,Atlantic_cod,209,3.8106,2,147.88,19.95,6.74,0.064,2.96,142.27
AL9306,1993,process,29,40.66,-67.75,139,20,5,1322,15.65,8.6,33.52,26.03,79,72.00,Atlantic_cod,213,3.62474,1,34.55,16.09,6.23,0.047,2.58,131.66
AL9306,1993,process,32,40.68,-67.53,139,20,5,1612,15.65,7.84,33.09,25.81,88,83.00,Atlantic_cod,215,3.96086,2,164.59,12.92,5.23,0.035,2.47,110.92
AL9306,1993,process,32,40.68,-67.53,139,20,5,1612,15.65,7.84,33.09,25.81,88,83.00,Atlantic_cod,216,4.8015,1,48.03,8.24,2.40,0.078,3.43,52.53
AL9306,1993,process,32,40.68,-67.53,139,20,5,1612,15.65,7.84,33.09,25.81,88,83.00,Atlantic_cod,217,4.21634,2,52.95,21.29,7.65,0.049,2.78,160.96
AL9306,1993,process,32,40.68,-67.53,139,20,5,1612,15.65,7.84,33.09,25.81,88,83.00,Atlantic_cod,218,4.60491,2,72.96,12.51,3.94,0.067,3.18,84.31
AL9306,1993,process,32,40.68,-67.53,139,20,5,1612,15.65,7.84,33.09,25.81,88,83.00,Atlantic_cod,222,3.27656,2,90.57,12.42,3.28,0.095,3.79,70.70
AL9306,1993,process,32,40.68,-67.53,139,20,5,1612,15.65,7.84,33.09,25.81,88,83.00,Atlantic_cod,223,3.47036,1,26.23,12.50,4.08,0.062,3.06,87.31
AL9306,1993,process,32,40.68,-67.53,139,20,5,1612,15.65,7.84,33.09,25.81,88,83.00,Atlantic_cod,224,4.09299,1,20.43,5.63,1.79,0.065,3.14,40.00
AL9306,1993,process,32,40.68,-67.53,139,20,5,1612,15.65,7.84,33.09,25.81,88,83.00,Atlantic_cod,225,3.62622,2,166.55,16.15,5.03,0.068,3.21,106.97
AL9306,1993,process,32,40.68,-67.53,139,20,5,1612,15.65,7.84,33.09,25.81,88,83.00,Atlantic_cod,227,3.40855,2,77.29,10.03,3.47,0.054,2.89,74.72
AL9306,1993,process,32,40.68,-67.53,139,20,5,1612,15.65,7.84,33.09,25.81,88,83.00,Atlantic_cod,228,4.28022,1,20.23,9.96,3.72,0.044,2.67,79.88
AL9306,1993,process,35,40.89,-67.7,139,20,5,1858,15.65,6.37,32.42,25.49,69,63.00,Atlantic_cod,229,7.69967,3,376.00,50.82,11.85,0.104,4.29,247.88
AL9306,1993,process,35,40.89,-67.7,139,20,5,1858,15.65,6.37,32.42,25.49,69,63.00,Atlantic_cod,230,4.68423,2,98.07,10.97,3.12,0.069,3.52,67.36
AL9306,1993,process,35,40.89,-67.7,139,20,5,1858,15.65,6.37,32.42,25.49,69,63.00,Atlantic_cod,231,7.45909,3,254.01,43.45,10.11,0.104,4.30,211.92
AL9306,1993,process,35,40.89,-67.7,139,20,5,1858,15.65,6.37,32.42,25.49,69,63.00,Atlantic_cod,232,8.13593,3,349.30,56.99,11.57,0.132,4.92,242.13
AL9306,1993,process,35,40.89,-67.7,139,20,5,1858,15.65,6.37,32.42,25.49,69,63.00,Atlantic_cod,233,4.90091,2,121.38,13.85,3.19,0.106,4.34,68.90
AL9306,1993,process,35,40.89,-67.7,139,20,5,1858,15.65,6.37,32.42,25.49,69,63.00,Atlantic_cod,235,8.0722,3,341.13,38.65,8.41,0.118,4.60,176.71
AL9306,1993,process,35,40.89,-67.7,139,20,5,1858,15.65,6.37,32.42,25.49,69,63.00,Atlantic_cod,237,8.28354,3,317.97,13.44,3.74,0.072,3.59,80.23
AL9306,1993,process,35,40.89,-67.7,139,20,5,1858,15.65,6.37,32.42,25.49,69,63.00,Atlantic_cod,238,6.56314,2,135.10,13.88,4.36,0.054,3.18,93.09
AL9306,1993,process,36,40.95,-67.77,139,20,5,1943,15.65,6.55,32.36,25.42,58,54.00,Atlantic_cod,239,7.58953,3,284.53,44.83,9.60,0.123,4.67,201.39
AL9306,1993,process,36,40.95,-67.77,139,20,5,1943,15.65,6.55,32.36,25.42,58,54.00,Atlantic_cod,240,8.47702,3,532.08,84.22,17.04,0.135,4.94,355.17
AL9306,1993,process,36,40.95,-67.77,139,20,5,1943,15.65,6.55,32.36,25.42,58,54.00,Atlantic_cod,241,7.13098,3,307.56,41.83,10.38,0.094,4.03,217.50
AL9306,1993,process,36,40.95,-67.77,139,20,5,1943,15.65,6.55,32.36,25.42,58,54.00,Atlantic_cod,242,7.82505,3,402.07,49.30,11.47,0.106,4.30,240.09
AL9306,1993,process,36,40.95,-67.77,139,20,5,1943,15.65,6.55,32.36,25.42,58,54.00,Atlantic_cod,243,8.10422,3,517.92,68.19,14.97,0.117,4.55,312.37
