cruise_id,year,brief_desc,haul_id,lat,lon,yrday0_local,day_local,month_local,time_local,length_day,temp_avg,sal_avg,sigma_t_avg,depth_w,depth_tow_max,common_name,sample,length,size_class,prot_total,RNA,DNA,growth,RNA_DNA,prot_predicted
EL9904,1999,process,9,40.792,-67.233,105,16,4,1701,14.25,5.678,32.599,25.719,96,92.00,haddock,782,4.97,2,67.50,12.68,3.86,0.052,3.28,74.02
EL9904,1999,process,9,40.792,-67.233,105,16,4,1701,14.25,5.678,32.599,25.719,96,92.00,haddock,783,4.44,1,38.63,7.00,2.37,0.037,2.95,44.20
EL9904,1999,process,9,40.792,-67.233,105,16,4,1701,14.25,5.678,32.599,25.719,96,92.00,haddock,785,3.73,1,46.50,8.46,2.51,0.056,3.37,47.01
EL9904,1999,process,9,40.792,-67.233,105,16,4,1701,14.25,5.678,32.599,25.719,96,92.00,haddock,787,3.88,1,31.31,5.99,1.81,0.053,3.31,33.00
EL9904,1999,process,9,40.792,-67.233,105,16,4,1701,14.25,5.678,32.599,25.719,96,92.00,haddock,789,5.54,2,63.00,11.46,4.02,0.033,2.85,77.22
EL9904,1999,process,9,40.792,-67.233,105,16,4,1701,14.25,5.678,32.599,25.719,96,92.00,haddock,790,4.94,1,45.19,8.55,1.86,0.111,4.60,34.00
EL9904,1999,process,9,40.792,-67.233,105,16,4,1701,14.25,5.678,32.599,25.719,96,92.00,haddock,793,3.97,1,47.81,9.49,2.65,0.066,3.58,49.81
EL9904,1999,process,9,40.792,-67.233,105,16,4,1701,14.25,5.678,32.599,25.719,96,92.00,haddock,795,2.95,1,24.94,3.99,1.45,0.028,2.75,25.79
EL9904,1999,process,9,40.792,-67.233,105,16,4,1701,14.25,5.678,32.599,25.719,96,92.00,haddock,796,3.7,1,48.94,9.99,2.78,0.066,3.59,52.41
EL9904,1999,process,9,40.792,-67.233,105,16,4,1701,14.25,5.678,32.599,25.719,96,92.00,haddock,798,2.91,1,20.06,3.22,1.22,0.023,2.64,21.19
EL9904,1999,process,9,40.792,-67.233,105,16,4,1701,14.25,5.678,32.599,25.719,96,92.00,haddock,799,3.14,1,25.13,3.87,1.40,0.029,2.76,24.79
EL9904,1999,process,9,40.792,-67.233,105,16,4,1701,14.25,5.678,32.599,25.719,96,92.00,haddock,800,4.29,1,46.88,8.53,2.64,0.050,3.23,49.61
EL9904,1999,process,10,40.885,-67.288,105,16,4,1835,14.25,5.558,32.516,25.668,87,84.00,Atlantic_cod,849,5.1,2,112.50,21.94,5.62,0.079,3.90,119.08
EL9904,1999,process,10,40.885,-67.288,105,16,4,1835,14.25,5.558,32.516,25.668,87,84.00,Atlantic_cod,850,3.13,1,24.00,3.16,1.19,0.023,2.66,27.51
EL9904,1999,process,10,40.885,-67.288,105,16,4,1835,14.25,5.558,32.516,25.668,87,84.00,Atlantic_cod,851,3.75,1,29.06,4.82,1.21,0.083,3.98,27.92
EL9904,1999,process,10,40.885,-67.288,105,16,4,1835,14.25,5.558,32.516,25.668,87,84.00,Atlantic_cod,852,4,2,56.44,13.90,3.24,0.097,4.29,69.88
EL9904,1999,process,10,40.885,-67.288,105,16,4,1835,14.25,5.558,32.516,25.668,87,84.00,Atlantic_cod,853,4.31,2,51.19,9.98,2.75,0.067,3.63,59.75
EL9904,1999,process,10,40.885,-67.288,105,16,4,1835,14.25,5.558,32.516,25.668,87,84.00,Atlantic_cod,854,5.27,2,156.75,26.80,7.36,0.067,3.64,155.04
EL9904,1999,process,10,40.885,-67.288,105,16,4,1835,14.25,5.558,32.516,25.668,87,84.00,Atlantic_cod,855,4.61,2,85.13,17.24,4.58,0.073,3.76,97.58
EL9904,1999,process,10,40.885,-67.288,105,16,4,1835,14.25,5.558,32.516,25.668,87,84.00,Atlantic_cod,856,3.91,1,36.00,6.24,1.91,0.051,3.27,42.39
EL9904,1999,process,10,40.885,-67.288,105,16,4,1835,14.25,5.558,32.516,25.668,87,84.00,haddock,823,4.86,2,78.00,14.96,3.66,0.087,4.09,70.02
EL9904,1999,process,10,40.885,-67.288,105,16,4,1835,14.25,5.558,32.516,25.668,87,84.00,haddock,824,7.84,3,249.00,45.68,15.12,0.039,3.02,299.33
EL9904,1999,process,10,40.885,-67.288,105,16,4,1835,14.25,5.558,32.516,25.668,87,84.00,haddock,825,5.86,2,150.00,25.08,7.28,0.059,3.45,142.45
EL9904,1999,process,10,40.885,-67.288,105,16,4,1835,14.25,5.558,32.516,25.668,87,84.00,haddock,826,6.73,2,180.75,31.40,11.04,0.031,2.84,217.69
EL9904,1999,process,10,40.885,-67.288,105,16,4,1835,14.25,5.558,32.516,25.668,87,84.00,haddock,827,5.88,2,132.75,23.00,7.48,0.042,3.07,146.45
EL9904,1999,process,10,40.885,-67.288,105,16,4,1835,14.25,5.558,32.516,25.668,87,84.00,haddock,828,3.48,1,36.00,5.49,1.91,0.033,2.87,35.00
EL9904,1999,process,10,40.885,-67.288,105,16,4,1835,14.25,5.558,32.516,25.668,87,84.00,haddock,829,3.87,1,21.94,3.44,1.37,0.017,2.51,24.19
EL9904,1999,process,10,40.885,-67.288,105,16,4,1835,14.25,5.558,32.516,25.668,87,84.00,haddock,830,5.4,2,71.25,13.68,3.78,0.066,3.62,72.42
EL9904,1999,process,10,40.885,-67.288,105,16,4,1835,14.25,5.558,32.516,25.668,87,84.00,haddock,831,3.91,1,40.13,7.22,2.43,0.037,2.97,45.40
EL9904,1999,process,10,40.885,-67.288,105,16,4,1835,14.25,5.558,32.516,25.668,87,84.00,haddock,832,4.89,2,85.13,16.54,4.96,0.054,3.33,96.03
EL9904,1999,process,10,40.885,-67.288,105,16,4,1835,14.25,5.558,32.516,25.668,87,84.00,haddock,833,5.28,2,71.63,13.18,3.34,0.081,3.95,63.61
EL9904,1999,process,10,40.885,-67.288,105,16,4,1835,14.25,5.558,32.516,25.668,87,84.00,haddock,834,4.03,1,42.75,8.06,2.87,0.030,2.81,54.21
EL9904,1999,process,10,40.885,-67.288,105,16,4,1835,14.25,5.558,32.516,25.668,87,84.00,haddock,835,3.58,1,35.63,5.97,1.79,0.054,3.34,32.60
EL9904,1999,process,10,40.885,-67.288,105,16,4,1835,14.25,5.558,32.516,25.668,87,84.00,haddock,836,3.42,1,34.88,6.00,1.80,0.053,3.33,32.80
EL9904,1999,process,10,40.885,-67.288,105,16,4,1835,14.25,5.558,32.516,25.668,87,84.00,haddock,837,4.12,1,39.75,8.32,2.03,0.088,4.10,37.40
EL9904,1999,process,10,40.885,-67.288,105,16,4,1835,14.25,5.558,32.516,25.668,87,84.00,haddock,838,3.37,1,31.13,5.52,1.73,0.047,3.19,31.40
EL9904,1999,process,10,40.885,-67.288,105,16,4,1835,14.25,5.558,32.516,25.668,87,84.00,haddock,839,3.22,1,18.19,3.03,1.13,0.024,2.68,19.39
EL9904,1999,process,10,40.885,-67.288,105,16,4,1835,14.25,5.558,32.516,25.668,87,84.00,haddock,840,5.17,2,93.75,18.04,4.82,0.072,3.74,93.23
EL9904,1999,process,10,40.885,-67.288,105,16,4,1835,14.25,5.558,32.516,25.668,87,84.00,haddock,841,4.42,1,48.19,10.30,3.64,0.031,2.83,69.62
EL9904,1999,process,10,40.885,-67.288,105,16,4,1835,14.25,5.558,32.516,25.668,87,84.00,haddock,842,4.32,2,53.63,9.87,3.49,0.031,2.83,66.61
EL9904,1999,process,10,40.885,-67.288,105,16,4,1835,14.25,5.558,32.516,25.668,87,84.00,haddock,843,4,2,52.69,11.04,4.15,0.023,2.66,79.82
EL9904,1999,process,10,40.885,-67.288,105,16,4,1835,14.25,5.558,32.516,25.668,87,84.00,haddock,844,5.35,2,92.63,18.36,5.82,0.045,3.15,113.24
EL9904,1999,process,10,40.885,-67.288,105,16,4,1835,14.25,5.558,32.516,25.668,87,84.00,haddock,845,3.99,2,51.19,10.28,3.54,0.034,2.90,67.62
EL9904,1999,process,10,40.885,-67.288,105,16,4,1835,14.25,5.558,32.516,25.668,87,84.00,haddock,846,4.77,2,58.13,9.82,3.04,0.049,3.23,57.61
EL9904,1999,process,10,40.885,-67.288,105,16,4,1835,14.25,5.558,32.516,25.668,87,84.00,haddock,847,4.46,2,54.38,11.38,3.89,0.035,2.93,74.62
EL9904,1999,process,11,40.975,-67.345,105,16,4,1949,14.25,5.657,32.58,25.707,76,72.00,Atlantic_cod,857,4.94,2,83.63,14.74,4.04,0.069,3.65,86.42
EL9904,1999,process,11,40.975,-67.345,105,16,4,1949,14.25,5.657,32.58,25.707,76,72.00,Atlantic_cod,858,5.28,2,100.88,19.02,6.20,0.042,3.07,131.06
EL9904,1999,process,11,40.975,-67.345,105,16,4,1949,14.25,5.657,32.58,25.707,76,72.00,Atlantic_cod,859,5.69,2,118.88,23.60,6.92,0.058,3.41,145.95
EL9904,1999,process,11,40.975,-67.345,105,16,4,1949,14.25,5.657,32.58,25.707,76,72.00,Atlantic_cod,860,5.62,2,106.50,20.80,4.94,0.094,4.21,105.02
EL9904,1999,process,11,40.975,-67.345,105,16,4,1949,14.25,5.657,32.58,25.707,76,72.00,Atlantic_cod,861,5.66,2,115.50,23.20,6.22,0.072,3.73,131.48
EL9904,1999,process,11,40.975,-67.345,105,16,4,1949,14.25,5.657,32.58,25.707,76,72.00,Atlantic_cod,862,4.96,2,102.38,20.84,6.04,0.060,3.45,127.76
EL9904,1999,process,11,40.975,-67.345,105,16,4,1949,14.25,5.657,32.58,25.707,76,72.00,Atlantic_cod,863,5.96,2,121.88,24.84,7.30,0.058,3.40,153.80
EL9904,1999,process,11,40.975,-67.345,105,16,4,1949,14.25,5.657,32.58,25.707,76,72.00,Atlantic_cod,864,5.28,2,92.63,17.70,5.16,0.059,3.43,109.57
EL9904,1999,process,11,40.975,-67.345,105,16,4,1949,14.25,5.657,32.58,25.707,76,72.00,Atlantic_cod,865,6.19,2,182.25,34.04,9.88,0.059,3.45,207.13
EL9904,1999,process,11,40.975,-67.345,105,16,4,1949,14.25,5.657,32.58,25.707,76,72.00,Atlantic_cod,866,5.01,2,73.88,12.54,3.78,0.054,3.32,81.04
EL9904,1999,process,11,40.975,-67.345,105,16,4,1949,14.25,5.657,32.58,25.707,76,72.00,Atlantic_cod,867,4.57,2,53.44,11.89,3.38,0.063,3.52,72.77
EL9904,1999,process,11,40.975,-67.345,105,16,4,1949,14.25,5.657,32.58,25.707,76,72.00,Atlantic_cod,869,6.1,2,114.38,24.72,7.84,0.046,3.15,164.96
EL9904,1999,process,11,40.975,-67.345,105,16,4,1949,14.25,5.657,32.58,25.707,76,72.00,Atlantic_cod,870,5.8,2,165.75,33.64,7.68,0.101,4.38,161.66
EL9904,1999,process,11,40.975,-67.345,105,16,4,1949,14.25,5.657,32.58,25.707,76,72.00,Atlantic_cod,871,5.29,2,84.75,15.98,4.64,0.059,3.44,98.82
EL9904,1999,process,11,40.975,-67.345,105,16,4,1949,14.25,5.657,32.58,25.707,76,72.00,Atlantic_cod,872,5.73,2,139.13,29.34,6.80,0.099,4.31,143.47
EL9904,1999,process,11,40.975,-67.345,105,16,4,1949,14.25,5.657,32.58,25.707,76,72.00,Atlantic_cod,873,5.56,2,93.75,17.86,5.06,0.063,3.53,107.50
EL9904,1999,process,11,40.975,-67.345,105,16,4,1949,14.25,5.657,32.58,25.707,76,72.00,Atlantic_cod,874,5.35,2,94.13,17.94,5.04,0.065,3.56,107.09
EL9904,1999,process,11,40.975,-67.345,105,16,4,1949,14.25,5.657,32.58,25.707,76,72.00,Atlantic_cod,875,5.56,2,150.00,26.08,7.04,0.071,3.70,148.43
EL9904,1999,process,11,40.975,-67.345,105,16,4,1949,14.25,5.657,32.58,25.707,76,72.00,Atlantic_cod,876,5.67,2,126.00,21.32,5.88,0.068,3.63,124.45
EL9904,1999,process,11,40.975,-67.345,105,16,4,1949,14.25,5.657,32.58,25.707,76,72.00,Atlantic_cod,877,4.95,2,87.00,14.18,3.88,0.069,3.65,83.11
EL9904,1999,process,11,40.975,-67.345,105,16,4,1949,14.25,5.657,32.58,25.707,76,72.00,haddock,878,5.56,2,105.38,20.48,5.18,0.082,3.95,100.43
EL9904,1999,process,11,40.975,-67.345,105,16,4,1949,14.25,5.657,32.58,25.707,76,72.00,haddock,879,6.43,2,183.00,34.48,8.88,0.079,3.88,174.47
EL9904,1999,process,11,40.975,-67.345,105,16,4,1949,14.25,5.657,32.58,25.707,76,72.00,haddock,880,5.57,2,111.00,23.30,5.68,0.089,4.10,110.44
EL9904,1999,process,11,40.975,-67.345,105,16,4,1949,14.25,5.657,32.58,25.707,76,72.00,haddock,881,5.31,2,75.00,13.44,3.86,0.061,3.48,74.02
EL9904,1999,process,11,40.975,-67.345,105,16,4,1949,14.25,5.657,32.58,25.707,76,72.00,haddock,882,4.78,2,78.00,16.08,4.50,0.065,3.57,86.83
EL9904,1999,process,11,40.975,-67.345,105,16,4,1949,14.25,5.657,32.58,25.707,76,72.00,haddock,883,4.39,1,42.75,7.99,2.33,0.059,3.43,43.40
EL9904,1999,process,11,40.975,-67.345,105,16,4,1949,14.25,5.657,32.58,25.707,76,72.00,haddock,884,5.12,2,76.13,13.26,3.96,0.055,3.35,76.02
EL9904,1999,process,11,40.975,-67.345,105,16,4,1949,14.25,5.657,32.58,25.707,76,72.00,haddock,885,5.37,2,93.38,19.20,5.22,0.070,3.68,101.23
EL9904,1999,process,11,40.975,-67.345,105,16,4,1949,14.25,5.657,32.58,25.707,76,72.00,haddock,886,5.24,2,105.00,20.48,5.98,0.059,3.42,116.44
EL9904,1999,process,11,40.975,-67.345,105,16,4,1949,14.25,5.657,32.58,25.707,76,72.00,haddock,887,5.1,2,81.38,14.32,4.12,0.061,3.48,79.22
EL9904,1999,process,11,40.975,-67.345,105,16,4,1949,14.25,5.657,32.58,25.707,76,72.00,haddock,888,5.52,2,106.13,21.72,6.34,0.059,3.43,123.64
EL9904,1999,process,11,40.975,-67.345,105,16,4,1949,14.25,5.657,32.58,25.707,76,72.00,haddock,889,5.22,2,85.50,17.00,4.48,0.075,3.79,86.42
EL9904,1999,process,11,40.975,-67.345,105,16,4,1949,14.25,5.657,32.58,25.707,76,72.00,haddock,890,4.11,1,39.56,8.13,2.12,0.077,3.83,39.20
EL9904,1999,process,11,40.975,-67.345,105,16,4,1949,14.25,5.657,32.58,25.707,76,72.00,haddock,891,3.91,1,27.38,4.40,1.40,0.046,3.14,24.79
EL9904,1999,process,11,40.975,-67.345,105,16,4,1949,14.25,5.657,32.58,25.707,76,72.00,haddock,892,3.83,1,43.69,8.22,2.49,0.053,3.30,46.60
EL9904,1999,process,12,41.037,-67.38,105,16,4,2058,14.25,5.592,32.53,25.675,68,68.00,Atlantic_cod,894,6.03,2,139.13,25.32,7.28,0.060,3.48,153.39
EL9904,1999,process,12,41.037,-67.38,105,16,4,2058,14.25,5.592,32.53,25.675,68,68.00,Atlantic_cod,895,5.9,2,153.00,25.88,6.52,0.082,3.97,137.68
EL9904,1999,process,12,41.037,-67.38,105,16,4,2058,14.25,5.592,32.53,25.675,68,68.00,Atlantic_cod,896,7.67,3,261.00,46.32,11.76,0.081,3.94,245.99
EL9904,1999,process,12,41.037,-67.38,105,16,4,2058,14.25,5.592,32.53,25.675,68,68.00,Atlantic_cod,897,5.74,2,124.50,26.88,6.12,0.101,4.39,129.41
EL9904,1999,process,12,41.037,-67.38,105,16,4,2058,14.25,5.592,32.53,25.675,68,68.00,Atlantic_cod,898,5.92,2,112.50,24.06,6.50,0.070,3.70,137.27
EL9904,1999,process,12,41.037,-67.38,105,16,4,2058,14.25,5.592,32.53,25.675,68,68.00,Atlantic_cod,899,6.13,2,162.00,30.20,8.52,0.063,3.54,179.02
EL9904,1999,process,12,41.037,-67.38,105,16,4,2058,14.25,5.592,32.53,25.675,68,68.00,Atlantic_cod,900,5.5,2,125.25,23.22,5.92,0.080,3.92,125.28
EL9904,1999,process,12,41.037,-67.38,105,16,4,2058,14.25,5.592,32.53,25.675,68,68.00,Atlantic_cod,901,4.55,2,67.13,12.54,3.78,0.053,3.32,81.04
EL9904,1999,process,12,41.037,-67.38,105,16,4,2058,14.25,5.592,32.53,25.675,68,68.00,Atlantic_cod,902,8.17,3,381.00,67.04,17.04,0.081,3.93,355.13
EL9904,1999,process,12,41.037,-67.38,105,16,4,2058,14.25,5.592,32.53,25.675,68,68.00,Atlantic_cod,903,6.95,2,187.50,33.56,9.60,0.061,3.50,201.34
EL9904,1999,process,12,41.037,-67.38,105,16,4,2058,14.25,5.592,32.53,25.675,68,68.00,Atlantic_cod,904,6.31,2,154.50,28.48,7.32,0.079,3.89,154.21
EL9904,1999,process,12,41.037,-67.38,105,16,4,2058,14.25,5.592,32.53,25.675,68,68.00,Atlantic_cod,905,6.11,2,132.75,21.96,6.12,0.065,3.59,129.41
EL9904,1999,process,12,41.037,-67.38,105,16,4,2058,14.25,5.592,32.53,25.675,68,68.00,Atlantic_cod,906,6.29,2,150.75,26.04,8.44,0.043,3.09,177.36
EL9904,1999,process,12,41.037,-67.38,105,16,4,2058,14.25,5.592,32.53,25.675,68,68.00,Atlantic_cod,907,6.77,3,207.00,40.76,11.04,0.070,3.69,231.11
EL9904,1999,process,12,41.037,-67.38,105,16,4,2058,14.25,5.592,32.53,25.675,68,68.00,Atlantic_cod,908,5.71,2,117.38,23.50,5.94,0.082,3.96,125.69
EL9904,1999,process,12,41.037,-67.38,105,16,4,2058,14.25,5.592,32.53,25.675,68,68.00,Atlantic_cod,909,5.67,2,115.88,23.02,6.84,0.055,3.37,144.29
EL9904,1999,process,12,41.037,-67.38,105,16,4,2058,14.25,5.592,32.53,25.675,68,68.00,Atlantic_cod,910,5.17,2,104.25,21.72,5.78,0.073,3.76,122.38
EL9904,1999,process,12,41.037,-67.38,105,16,4,2058,14.25,5.592,32.53,25.675,68,68.00,Atlantic_cod,911,7.01,3,231.75,43.32,10.00,0.099,4.33,209.61
EL9904,1999,process,12,41.037,-67.38,105,16,4,2058,14.25,5.592,32.53,25.675,68,68.00,haddock,912,5.44,2,99.38,17.88,3.96,0.107,4.52,76.02
EL9904,1999,process,12,41.037,-67.38,105,16,4,2058,14.25,5.592,32.53,25.675,68,68.00,haddock,913,5.09,2,90.38,19.34,4.86,0.083,3.98,94.03
EL9904,1999,process,12,41.037,-67.38,105,16,4,2058,14.25,5.592,32.53,25.675,68,68.00,haddock,914,6.21,2,150.00,22.76,5.56,0.088,4.09,108.04
EL9904,1999,process,12,41.037,-67.38,105,16,4,2058,14.25,5.592,32.53,25.675,68,68.00,haddock,915,9.04,3,444.30,81.04,17.76,0.109,4.56,352.16
EL9904,1999,process,12,41.037,-67.38,105,16,4,2058,14.25,5.592,32.53,25.675,68,68.00,haddock,916,4.23,1,34.50,5.94,1.85,0.048,3.21,33.80
EL9904,1999,process,12,41.037,-67.38,105,16,4,2058,14.25,5.592,32.53,25.675,68,68.00,haddock,917,4.65,2,56.63,14.20,3.66,0.078,3.88,70.02
EL9904,1999,process,12,41.037,-67.38,105,16,4,2058,14.25,5.592,32.53,25.675,68,68.00,haddock,918,5.03,2,88.88,14.96,4.12,0.067,3.63,79.22
EL9904,1999,process,12,41.037,-67.38,105,16,4,2058,14.25,5.592,32.53,25.675,68,68.00,haddock,919,3.77,1,39.00,6.50,2.03,0.048,3.20,37.40
EL9904,1999,process,12,41.037,-67.38,105,16,4,2058,14.25,5.592,32.53,25.675,68,68.00,haddock,920,6.46,3,219.75,41.92,10.04,0.092,4.18,197.68
EL9904,1999,process,12,41.037,-67.38,105,16,4,2058,14.25,5.592,32.53,25.675,68,68.00,haddock,921,4.3,1,47.06,8.61,2.81,0.042,3.06,53.01
EL9904,1999,process,12,41.037,-67.38,105,16,4,2058,14.25,5.592,32.53,25.675,68,68.00,haddock,922,2.77,1,24.56,3.75,1.49,0.017,2.52,26.59
EL9904,1999,process,12,41.037,-67.38,105,16,4,2058,14.25,5.592,32.53,25.675,68,68.00,haddock,923,4.84,2,81.75,15.36,4.32,0.064,3.56,83.22
EL9904,1999,process,12,41.037,-67.38,105,16,4,2058,14.25,5.592,32.53,25.675,68,68.00,haddock,924,4.32,1,49.13,9.79,2.63,0.071,3.72,49.41
EL9904,1999,process,13,41.097,-67.417,105,16,4,2158,14.25,5.619,32.507,25.653,60,59.00,Atlantic_cod,926,5.8,2,100.50,20.14,4.82,0.092,4.18,102.54
EL9904,1999,process,13,41.097,-67.417,105,16,4,2158,14.25,5.619,32.507,25.653,60,59.00,Atlantic_cod,927,6.1,2,121.50,19.80,4.72,0.093,4.19,100.47
EL9904,1999,process,13,41.097,-67.417,105,16,4,2158,14.25,5.619,32.507,25.653,60,59.00,Atlantic_cod,928,5.85,2,108.00,16.92,4.68,0.067,3.62,99.65
EL9904,1999,process,13,41.097,-67.417,105,16,4,2158,14.25,5.619,32.507,25.653,60,59.00,Atlantic_cod,929,6.79,2,176.25,34.52,8.60,0.085,4.01,180.67
EL9904,1999,process,13,41.097,-67.417,105,16,4,2158,14.25,5.619,32.507,25.653,60,59.00,Atlantic_cod,930,6.82,2,137.25,24.28,5.36,0.108,4.53,113.70
EL9904,1999,process,13,41.097,-67.417,105,16,4,2158,14.25,5.619,32.507,25.653,60,59.00,Atlantic_cod,932,6.04,2,133.88,23.44,7.10,0.053,3.30,149.67
EL9904,1999,process,13,41.097,-67.417,105,16,4,2158,14.25,5.619,32.507,25.653,60,59.00,Atlantic_cod,933,6.71,3,198.00,37.32,9.40,0.083,3.97,197.21
EL9904,1999,process,13,41.097,-67.417,105,16,4,2158,14.25,5.619,32.507,25.653,60,59.00,Atlantic_cod,934,6.08,2,128.63,24.52,6.56,0.072,3.74,138.51
EL9904,1999,process,13,41.097,-67.417,105,16,4,2158,14.25,5.619,32.507,25.653,60,59.00,Atlantic_cod,935,5.58,2,107.25,21.48,5.40,0.083,3.98,114.53
EL9904,1999,process,13,41.097,-67.417,105,16,4,2158,14.25,5.619,32.507,25.653,60,59.00,Atlantic_cod,936,6.28,2,120.75,23.08,5.64,0.088,4.09,119.49
EL9904,1999,process,13,41.097,-67.417,105,16,4,2158,14.25,5.619,32.507,25.653,60,59.00,Atlantic_cod,937,6.1,2,122.25,17.32,4.40,0.081,3.94,93.86
EL9904,1999,process,13,41.097,-67.417,105,16,4,2158,14.25,5.619,32.507,25.653,60,59.00,Atlantic_cod,938,6.33,2,131.25,24.56,6.08,0.086,4.04,128.58
EL9904,1999,process,13,41.097,-67.417,105,16,4,2158,14.25,5.619,32.507,25.653,60,59.00,Atlantic_cod,939,5.4,2,92.63,18.52,4.14,0.105,4.47,88.48
EL9904,1999,process,13,41.097,-67.417,105,16,4,2158,14.25,5.619,32.507,25.653,60,59.00,Atlantic_cod,940,5.28,2,79.88,14.72,3.54,0.091,4.16,76.08
EL9904,1999,process,13,41.097,-67.417,105,16,4,2158,14.25,5.619,32.507,25.653,60,59.00,Atlantic_cod,941,5.79,2,105.38,21.98,6.22,0.063,3.53,131.48
EL9904,1999,process,13,41.097,-67.417,105,16,4,2158,14.25,5.619,32.507,25.653,60,59.00,Atlantic_cod,942,5.94,2,115.13,21.40,4.72,0.108,4.53,100.47
EL9904,1999,process,13,41.097,-67.417,105,16,4,2158,14.25,5.619,32.507,25.653,60,59.00,Atlantic_cod,943,5.43,2,102.00,18.60,5.24,0.064,3.55,111.22
EL9904,1999,process,13,41.097,-67.417,105,16,4,2158,14.25,5.619,32.507,25.653,60,59.00,Atlantic_cod,944,6.57,2,189.75,34.88,9.12,0.076,3.82,191.42
EL9904,1999,process,13,41.097,-67.417,105,16,4,2158,14.25,5.619,32.507,25.653,60,59.00,haddock,945,4.69,1,48.75,7.98,2.26,0.063,3.53,42.00
EL9904,1999,process,13,41.097,-67.417,105,16,4,2158,14.25,5.619,32.507,25.653,60,59.00,haddock,946,3.98,1,40.69,7.16,2.09,0.058,3.43,38.60
EL9904,1999,process,13,41.097,-67.417,105,16,4,2158,14.25,5.619,32.507,25.653,60,59.00,haddock,947,5.45,2,107.63,21.44,4.52,0.117,4.74,87.23
EL9904,1999,process,13,41.097,-67.417,105,16,4,2158,14.25,5.619,32.507,25.653,60,59.00,haddock,948,5.39,2,86.25,15.66,3.74,0.092,4.19,71.62
EL9904,1999,process,13,41.097,-67.417,105,16,4,2158,14.25,5.619,32.507,25.653,60,59.00,haddock,949,4.93,2,66.75,11.66,3.30,0.063,3.53,62.81
EL9904,1999,process,13,41.097,-67.417,105,16,4,2158,14.25,5.619,32.507,25.653,60,59.00,haddock,950,4.89,2,54.00,10.22,2.62,0.080,3.90,49.21
EL9904,1999,process,13,41.097,-67.417,105,16,4,2158,14.25,5.619,32.507,25.653,60,59.00,haddock,951,6.2,2,161.25,28.60,8.00,0.065,3.58,156.86
EL9904,1999,process,13,41.097,-67.417,105,16,4,2158,14.25,5.619,32.507,25.653,60,59.00,haddock,952,6.72,2,174.75,31.92,7.72,0.090,4.13,151.26
EL9904,1999,process,13,41.097,-67.417,105,16,4,2158,14.25,5.619,32.507,25.653,60,59.00,haddock,953,5.63,2,109.13,21.02,5.92,0.064,3.55,115.24
EL9904,1999,process,13,41.097,-67.417,105,16,4,2158,14.25,5.619,32.507,25.653,60,59.00,haddock,954,4.07,1,39.38,6.67,1.79,0.072,3.73,32.60
EL9904,1999,process,13,41.097,-67.417,105,16,4,2158,14.25,5.619,32.507,25.653,60,59.00,haddock,956,5.15,2,80.25,14.44,3.74,0.078,3.86,71.62
EL9904,1999,process,13,41.097,-67.417,105,16,4,2158,14.25,5.619,32.507,25.653,60,59.00,haddock,957,4.41,2,51.38,9.91,2.48,0.084,4.00,46.40
EL9904,1999,process,13,41.097,-67.417,105,16,4,2158,14.25,5.619,32.507,25.653,60,59.00,haddock,958,4.06,2,54.19,10.99,3.20,0.059,3.43,60.81
EL9904,1999,process,13,41.097,-67.417,105,16,4,2158,14.25,5.619,32.507,25.653,60,59.00,haddock,959,4.1,1,33.38,7.05,1.94,0.068,3.63,35.60
EL9904,1999,process,13,41.097,-67.417,105,16,4,2158,14.25,5.619,32.507,25.653,60,59.00,haddock,960,5.99,2,139.50,29.22,7.42,0.081,3.94,145.25
EL9904,1999,process,13,41.097,-67.417,105,16,4,2158,14.25,5.619,32.507,25.653,60,59.00,haddock,961,5.78,2,99.00,20.06,4.84,0.091,4.14,93.63
EL9904,1999,process,13,41.097,-67.417,105,16,4,2158,14.25,5.619,32.507,25.653,60,59.00,haddock,962,4.75,2,64.88,10.80,2.86,0.074,3.78,54.01
EL9904,1999,process,13,41.097,-67.417,105,16,4,2158,14.25,5.619,32.507,25.653,60,59.00,haddock,963,3.92,1,42.56,7.53,2.29,0.052,3.29,42.60
EL9904,1999,process,13,41.097,-67.417,105,16,4,2158,14.25,5.619,32.507,25.653,60,59.00,haddock,964,3.38,1,34.31,6.06,1.76,0.059,3.44,32.00
EL9904,1999,process,14,41.16,-67.457,105,16,4,2250,14.25,5.781,32.586,25.697,54,51.00,Atlantic_cod,985,4.01,1,47.81,8.97,2.19,0.090,4.10,48.18
EL9904,1999,process,14,41.16,-67.457,105,16,4,2250,14.25,5.781,32.586,25.697,54,51.00,Atlantic_cod,986,6.19,2,168.00,28.56,7.32,0.081,3.90,154.21
EL9904,1999,process,14,41.16,-67.457,105,16,4,2250,14.25,5.781,32.586,25.697,54,51.00,Atlantic_cod,987,6.4,2,123.75,20.28,5.20,0.081,3.90,110.39
EL9904,1999,process,14,41.16,-67.457,105,16,4,2250,14.25,5.781,32.586,25.697,54,51.00,Atlantic_cod,988,5.74,2,104.63,21.06,5.44,0.080,3.87,115.35
EL9904,1999,process,14,41.16,-67.457,105,16,4,2250,14.25,5.781,32.586,25.697,54,51.00,Atlantic_cod,989,4.58,2,57.19,12.38,3.33,0.073,3.72,71.74
